x1,y1,dx1,dy1,x2,y2,dx2,dy2,ans
98.67,7.69,-0.11,0.0,58.69,61.58,-0.89,0.0,ball_1
44.91,65.45,0.44,0.0,6.12,25.53,-0.78,0.0,ball_2
79.51,82.03,0.21,0.0,14.46,82.03,-0.72,0.0,same
80.97,43.23,0.84,0.0,67.92,78.74,0.86,0.0,ball_1
9.95,51.58,-0.86,0.0,99.74,51.58,-0.78,0.0,same
91.54,88.85,0.94,0.0,39.0,71.9,0.09,0.0,ball_2
29.04,93.87,-0.68,0.0,93.47,53.13,-0.93,0.0,ball_2
33.01,88.9,-0.39,0.0,15.66,51.64,0.56,0.0,ball_2
97.76,45.9,0.76,0.0,58.07,45.9,0.86,0.0,same
28.27,67.09,-0.05,0.0,94.73,94.16,-0.29,0.0,ball_1
3.31,71.07,-0.39,0.0,96.51,64.36,0.05,0.0,ball_2
58.3,76.52,-0.47,0.0,24.95,54.26,0.32,0.0,ball_2
76.45,3.3,0.75,0.0,19.44,47.65,-0.15,0.0,ball_1
82.19,61.27,0.68,0.0,33.14,13.77,-0.49,0.0,ball_2
48.44,57.36,0.71,0.0,67.69,57.36,-0.3,0.0,same
95.74,3.44,-0.35,0.0,92.25,60.98,0.41,0.0,ball_1
9.63,25.4,-0.19,0.0,57.61,41.74,-0.53,0.0,ball_1
98.72,35.35,0.7,0.0,33.71,83.62,-0.3,0.0,ball_1
88.6,90.2,-0.31,0.0,69.58,90.2,0.65,0.0,same
48.04,18.11,0.2,0.0,65.14,94.89,0.25,0.0,ball_1
41.02,2.53,-0.07,0.0,10.07,2.53,0.85,0.0,same
60.08,96.07,-0.62,0.0,79.0,11.58,0.96,0.0,ball_2
4.64,8.88,-0.59,0.0,13.9,8.88,-0.14,0.0,same
10.15,90.06,0.11,0.0,67.93,88.78,-0.82,0.0,ball_2
37.23,18.47,-0.11,0.0,21.8,18.47,-0.1,0.0,same
78.09,71.93,-1.0,0.0,55.92,21.5,0.27,0.0,ball_2
25.21,4.05,0.96,0.0,36.64,88.25,0.66,0.0,ball_1
51.24,14.1,-0.19,0.0,1.43,46.52,0.84,0.0,ball_1
61.37,38.66,-0.56,0.0,24.07,8.08,-0.68,0.0,ball_2
25.44,80.67,0.87,0.0,90.06,48.33,0.12,0.0,ball_2
77.52,12.69,-0.21,0.0,74.13,20.52,0.94,0.0,ball_1
65.28,53.74,0.57,0.0,1.98,53.74,0.21,0.0,same
22.3,70.56,-0.12,0.0,61.23,93.7,-0.13,0.0,ball_1
68.77,40.17,0.82,0.0,62.36,40.17,-0.19,0.0,same
77.04,96.51,0.82,0.0,62.93,96.51,0.79,0.0,same
73.27,33.73,0.59,0.0,35.47,74.97,0.77,0.0,ball_1
1.18,98.85,0.19,0.0,64.72,98.62,-0.15,0.0,ball_2
99.37,79.48,-0.48,0.0,91.14,37.69,0.86,0.0,ball_2
71.8,43.68,-0.96,0.0,98.92,73.29,0.95,0.0,ball_1
70.5,45.23,0.35,0.0,24.28,86.06,0.32,0.0,ball_1
54.31,53.78,-0.05,0.0,88.94,33.43,0.05,0.0,ball_2
76.4,21.37,0.44,0.0,81.77,21.37,0.29,0.0,same
12.74,54.14,-0.83,0.0,61.49,32.56,-0.42,0.0,ball_2
24.45,47.57,-0.53,0.0,93.14,40.59,-0.76,0.0,ball_2
74.25,80.78,0.28,0.0,54.51,66.0,0.26,0.0,ball_2
58.52,85.69,0.82,0.0,96.47,69.78,-0.82,0.0,ball_2
64.16,63.04,0.88,0.0,47.99,58.6,-0.82,0.0,ball_2
36.44,88.48,-0.84,0.0,77.2,88.48,-0.26,0.0,same
64.1,75.91,-0.3,0.0,18.89,91.56,-0.8,0.0,ball_1
97.6,92.25,-0.61,0.0,49.69,60.55,0.3,0.0,ball_2
54.35,85.0,-0.84,0.0,45.31,85.0,0.98,0.0,same
1.65,29.22,-0.34,0.0,98.61,1.94,-0.84,0.0,ball_2
73.34,97.52,0.5,0.0,67.77,36.34,0.37,0.0,ball_2
97.66,8.49,-0.59,0.0,49.43,0.59,-0.96,0.0,ball_2
82.56,96.73,0.69,0.0,18.55,90.18,-0.59,0.0,ball_2
74.94,51.6,0.59,0.0,26.39,90.18,0.92,0.0,ball_1
13.93,15.41,0.28,0.0,14.47,15.41,-0.47,0.0,same
68.51,0.74,0.58,0.0,50.65,0.74,-0.26,0.0,same
92.05,4.25,0.74,0.0,75.69,60.79,-0.17,0.0,ball_1
27.93,99.92,0.28,0.0,52.02,99.92,0.83,0.0,same
50.0,33.55,0.68,0.0,74.17,61.35,-0.98,0.0,ball_1
34.64,2.69,0.99,0.0,15.82,35.79,-0.7,0.0,ball_1
73.99,52.03,0.24,0.0,85.54,86.88,-0.81,0.0,ball_1
88.09,56.42,0.65,0.0,79.83,90.7,-0.47,0.0,ball_1
61.22,62.5,-0.67,0.0,96.22,8.98,0.62,0.0,ball_2
7.06,2.72,-0.5,0.0,21.76,95.43,0.64,0.0,ball_1
59.37,9.12,-0.03,0.0,32.06,46.24,-0.96,0.0,ball_1
81.17,8.02,0.25,0.0,45.66,96.72,-0.17,0.0,ball_1
50.9,24.92,-0.94,0.0,58.35,26.82,-0.02,0.0,ball_1
27.19,14.41,-0.21,0.0,74.11,98.4,-0.08,0.0,ball_1
23.78,11.6,-0.57,0.0,36.83,11.6,-0.46,0.0,same
56.75,54.53,-0.92,0.0,86.92,54.53,0.28,0.0,same
75.33,42.8,-0.51,0.0,31.38,72.14,-0.02,0.0,ball_1
18.28,16.94,-0.4,0.0,19.45,16.94,-0.04,0.0,same
27.67,78.4,0.2,0.0,95.8,78.4,-0.39,0.0,same
58.59,62.44,-0.39,0.0,52.96,62.44,0.19,0.0,same
96.56,31.56,0.41,0.0,40.47,91.23,-0.75,0.0,ball_1
99.38,94.44,-0.11,0.0,83.92,94.44,0.01,0.0,same
78.03,53.02,-0.22,0.0,72.67,53.02,-0.06,0.0,same
49.34,12.43,-0.45,0.0,63.07,57.77,0.95,0.0,ball_1
64.36,7.17,-0.09,0.0,65.38,50.45,-0.56,0.0,ball_1
14.76,17.64,-0.02,0.0,35.59,81.76,0.86,0.0,ball_1
66.11,25.91,-0.02,0.0,10.73,30.76,0.67,0.0,ball_1
61.63,24.48,-0.16,0.0,91.59,73.97,-0.38,0.0,ball_1
49.66,28.56,0.26,0.0,7.3,28.56,-0.12,0.0,same
94.09,94.1,-0.75,0.0,37.63,85.27,0.37,0.0,ball_2
87.23,42.34,0.7,0.0,59.94,54.93,0.38,0.0,ball_1
55.87,55.76,-0.19,0.0,28.78,59.2,0.13,0.0,ball_1
90.86,13.15,0.83,0.0,46.34,54.02,0.84,0.0,ball_1
33.36,8.82,-0.23,0.0,55.01,20.54,-0.35,0.0,ball_1
22.46,7.28,0.39,0.0,36.68,18.99,-0.44,0.0,ball_1
40.92,60.1,-0.42,0.0,90.84,55.17,0.96,0.0,ball_2
7.71,4.98,0.74,0.0,15.63,4.98,0.61,0.0,same
78.35,59.69,0.99,0.0,77.87,97.71,-0.19,0.0,ball_1
57.34,85.95,-0.06,0.0,52.87,1.58,0.56,0.0,ball_2
91.8,92.02,-0.42,0.0,43.41,35.94,0.7,0.0,ball_2
81.64,75.73,0.27,0.0,45.77,75.73,0.77,0.0,same
57.08,11.53,0.8,0.0,82.29,1.98,-0.41,0.0,ball_2
79.37,15.5,0.34,0.0,32.5,76.73,-0.44,0.0,ball_1
4.83,50.6,-0.2,0.0,72.84,24.49,-0.83,0.0,ball_2
30.04,13.85,0.85,0.0,69.35,30.2,0.35,0.0,ball_1
17.94,8.75,0.61,0.0,36.59,95.9,-0.17,0.0,ball_1
72.88,61.55,0.74,0.0,90.33,61.55,0.51,0.0,same
42.88,29.4,-0.77,0.0,35.93,24.79,-0.11,0.0,ball_2
92.86,68.3,-0.75,0.0,73.43,63.33,-0.14,0.0,ball_2
77.99,28.3,0.62,0.0,62.13,90.21,0.77,0.0,ball_1
63.44,55.16,0.61,0.0,59.37,55.16,0.21,0.0,same
98.03,72.69,0.31,0.0,81.86,96.62,-0.39,0.0,ball_1
58.0,9.89,0.62,0.0,35.88,29.07,-0.81,0.0,ball_1
36.71,98.48,0.81,0.0,26.97,17.49,-0.68,0.0,ball_2
35.77,55.16,0.25,0.0,93.27,34.76,-0.1,0.0,ball_2
93.33,19.07,0.21,0.0,5.65,92.51,-0.37,0.0,ball_1
13.34,10.44,0.35,0.0,55.22,92.5,-0.5,0.0,ball_1
56.91,31.45,-0.45,0.0,40.65,31.45,-0.32,0.0,same
91.3,63.43,0.7,0.0,32.34,92.28,-0.0,0.0,ball_1
2.67,69.79,-0.75,0.0,54.48,57.88,0.55,0.0,ball_2
8.05,35.34,0.07,0.0,4.22,99.09,0.8,0.0,ball_1
34.19,98.5,0.96,0.0,95.35,98.5,-1.0,0.0,same
44.5,91.11,0.52,0.0,31.98,57.18,0.09,0.0,ball_2
82.92,87.2,-0.81,0.0,21.43,54.64,-0.18,0.0,ball_2
49.32,80.19,-0.38,0.0,83.25,34.34,0.81,0.0,ball_2
69.09,20.16,0.6,0.0,8.86,92.96,-0.89,0.0,ball_1
6.02,40.97,0.22,0.0,21.81,85.25,0.04,0.0,ball_1
67.49,75.61,-0.52,0.0,78.41,75.61,0.18,0.0,same
46.28,43.73,-0.68,0.0,26.55,51.81,-0.98,0.0,ball_1
94.83,76.03,-0.95,0.0,4.91,62.52,0.2,0.0,ball_2
63.84,66.73,0.18,0.0,11.85,59.73,-0.66,0.0,ball_2
45.35,52.52,0.46,0.0,7.7,37.31,0.02,0.0,ball_2
10.26,55.64,0.23,0.0,58.32,34.44,-0.9,0.0,ball_2
19.72,63.43,0.58,0.0,8.63,83.74,0.75,0.0,ball_1
87.0,88.77,0.01,0.0,86.16,61.2,0.16,0.0,ball_2
1.69,76.6,-0.93,0.0,6.33,76.6,0.01,0.0,same
49.24,33.07,0.7,0.0,84.23,33.07,-0.4,0.0,same
56.96,96.36,0.08,0.0,64.88,5.3,0.45,0.0,ball_2
44.85,63.59,0.14,0.0,1.82,96.67,0.17,0.0,ball_1
91.56,73.81,0.39,0.0,83.59,3.04,0.5,0.0,ball_2
87.96,90.12,0.26,0.0,66.42,35.61,-0.17,0.0,ball_2
87.76,47.17,0.26,0.0,57.86,47.17,0.79,0.0,same
12.49,76.64,-0.15,0.0,48.61,90.21,-0.58,0.0,ball_1
13.72,74.82,-0.66,0.0,90.19,84.51,0.65,0.0,ball_1
21.14,62.38,0.92,0.0,19.12,62.38,-0.4,0.0,same
38.85,37.5,-0.84,0.0,36.75,12.69,-0.05,0.0,ball_2
27.81,42.09,-0.1,0.0,62.12,38.19,0.98,0.0,ball_2
6.96,96.62,0.32,0.0,64.18,96.39,0.04,0.0,ball_2
12.35,36.76,-0.11,0.0,41.17,0.31,0.72,0.0,ball_2
84.5,14.86,0.24,0.0,68.11,64.04,-0.64,0.0,ball_1
20.56,65.97,-0.4,0.0,65.92,65.97,-0.75,0.0,same
14.09,2.41,0.68,0.0,7.92,46.19,0.89,0.0,ball_1
86.16,16.32,0.5,0.0,12.88,18.2,-0.1,0.0,ball_1
49.11,58.24,0.53,0.0,87.05,58.24,-0.84,0.0,same
10.67,47.82,0.98,0.0,59.52,10.0,0.39,0.0,ball_2
61.68,86.17,-0.35,0.0,28.14,14.6,0.62,0.0,ball_2
33.54,37.29,0.35,0.0,68.59,40.17,0.2,0.0,ball_1
92.96,6.08,-0.28,0.0,28.66,34.6,0.28,0.0,ball_1
27.16,53.1,-0.78,0.0,79.98,78.17,0.67,0.0,ball_1
66.95,74.55,-0.29,0.0,50.48,55.81,0.33,0.0,ball_2
84.07,22.88,0.09,0.0,55.36,63.36,0.48,0.0,ball_1
44.16,41.45,-0.17,0.0,80.72,61.27,-0.36,0.0,ball_1
82.86,23.66,0.83,0.0,64.38,0.49,0.46,0.0,ball_2
18.04,71.92,-0.92,0.0,19.93,69.38,0.4,0.0,ball_2
52.45,90.65,-0.88,0.0,79.07,46.63,-0.96,0.0,ball_2
67.03,56.64,-0.15,0.0,41.06,56.64,0.35,0.0,same
90.88,92.47,0.16,0.0,77.19,92.47,-0.65,0.0,same
0.76,32.29,0.95,0.0,90.03,32.29,0.52,0.0,same
28.91,52.56,-0.45,0.0,94.6,52.56,-0.69,0.0,same
41.08,61.44,-0.57,0.0,50.83,66.74,0.76,0.0,ball_1
97.47,47.53,0.82,0.0,92.95,6.29,0.11,0.0,ball_2
87.2,48.39,0.67,0.0,61.47,48.39,0.85,0.0,same
0.8,58.49,0.31,0.0,51.1,44.25,0.48,0.0,ball_2
73.75,68.3,0.03,0.0,41.24,68.3,-0.99,0.0,same
62.92,65.64,0.43,0.0,89.78,24.14,0.19,0.0,ball_2
20.84,7.52,-0.99,0.0,9.53,7.52,0.18,0.0,same
21.0,69.91,0.59,0.0,99.52,46.46,-0.86,0.0,ball_2
72.43,59.53,0.7,0.0,98.29,8.51,-0.89,0.0,ball_2
10.54,3.01,-0.55,0.0,66.54,3.01,-0.56,0.0,same
23.25,11.9,-0.38,0.0,50.12,66.37,0.39,0.0,ball_1
93.39,52.3,-0.96,0.0,42.72,52.3,-0.07,0.0,same
84.94,22.13,0.69,0.0,51.98,15.79,0.5,0.0,ball_2
86.73,26.51,0.74,0.0,67.08,52.5,0.58,0.0,ball_1
27.21,41.59,0.15,0.0,61.34,39.93,0.46,0.0,ball_2
98.37,43.41,0.54,0.0,18.44,55.5,-0.27,0.0,ball_1
69.82,18.98,-0.27,0.0,24.53,18.98,-0.18,0.0,same
68.49,93.43,0.58,0.0,31.48,32.68,0.55,0.0,ball_2
26.81,74.1,-0.38,0.0,32.73,74.1,0.83,0.0,same
56.29,45.49,0.33,0.0,68.39,25.97,0.77,0.0,ball_2
26.7,77.65,0.53,0.0,94.03,31.63,0.43,0.0,ball_2
13.7,59.57,0.66,0.0,14.78,59.57,-0.47,0.0,same
7.98,42.16,0.7,0.0,10.56,42.16,-0.81,0.0,same
96.9,29.12,-0.95,0.0,17.51,13.32,-0.46,0.0,ball_2
91.93,26.88,-0.89,0.0,13.48,81.92,-0.92,0.0,ball_1
57.61,91.55,0.85,0.0,55.64,4.83,0.89,0.0,ball_2
9.4,50.84,-0.25,0.0,64.5,85.83,-0.93,0.0,ball_1
47.0,59.14,-0.33,0.0,2.87,59.14,-0.8,0.0,same
11.64,65.1,-0.26,0.0,76.18,79.65,0.59,0.0,ball_1
13.45,90.87,0.23,0.0,70.53,9.38,0.87,0.0,ball_2
59.8,67.47,-0.96,0.0,36.3,93.84,0.87,0.0,ball_1
21.34,55.38,-0.68,0.0,24.4,70.62,0.2,0.0,ball_1
98.2,44.1,-0.71,0.0,51.29,87.99,0.62,0.0,ball_1
21.32,94.07,-0.05,0.0,56.15,92.74,0.78,0.0,ball_2
33.34,7.02,0.81,0.0,79.06,7.02,-0.68,0.0,same
72.27,62.44,0.77,0.0,12.92,72.56,-0.43,0.0,ball_1
85.66,33.25,-0.69,0.0,74.16,34.66,0.02,0.0,ball_1
6.85,84.45,0.42,0.0,83.11,84.45,-0.7,0.0,same
73.64,68.51,-0.01,0.0,10.66,54.84,-0.49,0.0,ball_2
33.93,1.91,0.45,0.0,98.48,1.91,-0.49,0.0,same
43.18,80.44,0.23,0.0,82.62,80.44,0.35,0.0,same
59.01,63.39,-0.88,0.0,35.38,85.77,-0.75,0.0,ball_1
86.21,63.91,-0.05,0.0,40.08,8.22,0.15,0.0,ball_2
70.23,67.34,-0.03,0.0,64.87,96.95,-0.68,0.0,ball_1
32.94,87.49,0.92,0.0,19.29,99.3,0.67,0.0,ball_1
80.41,73.51,0.08,0.0,89.44,73.51,0.7,0.0,same
54.68,20.48,-0.2,0.0,80.91,20.48,0.36,0.0,same
51.21,31.91,0.24,0.0,84.28,31.91,0.76,0.0,same
8.06,99.37,0.43,0.0,83.33,35.54,0.61,0.0,ball_2
41.83,72.8,0.5,0.0,92.96,72.8,-0.06,0.0,same
43.35,61.8,-0.78,0.0,81.99,28.49,-0.46,0.0,ball_2
70.95,38.79,0.36,0.0,15.45,10.14,0.17,0.0,ball_2
14.48,16.9,-0.15,0.0,17.83,72.65,0.23,0.0,ball_1
68.22,32.57,-0.91,0.0,55.07,80.43,0.23,0.0,ball_1
48.72,71.69,0.7,0.0,91.47,71.69,0.54,0.0,same
78.77,95.55,-0.66,0.0,91.39,93.07,-0.41,0.0,ball_2
63.0,61.91,-0.99,0.0,71.41,92.5,-0.46,0.0,ball_1
63.85,88.78,-0.4,0.0,31.52,18.87,-0.54,0.0,ball_2
24.42,6.32,0.61,0.0,3.87,55.81,0.62,0.0,ball_1
40.72,71.98,0.89,0.0,15.07,87.1,0.13,0.0,ball_1
27.3,84.96,0.54,0.0,30.42,65.02,0.52,0.0,ball_2
25.17,39.92,-0.24,0.0,94.62,70.59,-0.97,0.0,ball_1
17.2,57.27,0.59,0.0,96.11,95.76,0.65,0.0,ball_1
36.89,76.03,-0.48,0.0,40.35,71.24,-0.03,0.0,ball_2
45.22,26.4,-0.76,0.0,79.99,86.16,-0.82,0.0,ball_1
82.48,5.14,-0.27,0.0,9.61,77.3,0.38,0.0,ball_1
52.18,61.24,-0.41,0.0,27.48,50.64,0.97,0.0,ball_2
58.89,17.93,0.26,0.0,52.98,68.87,-0.89,0.0,ball_1
33.24,79.38,-0.19,0.0,12.03,10.79,-0.52,0.0,ball_2
83.55,14.31,0.05,0.0,96.22,93.23,0.43,0.0,ball_1
64.07,21.27,0.0,0.0,30.84,65.92,0.64,0.0,ball_1
58.18,47.19,0.95,0.0,80.06,76.32,-0.85,0.0,ball_1
38.09,21.99,0.55,0.0,91.69,83.22,-0.89,0.0,ball_1
58.69,45.75,-0.2,0.0,39.41,45.75,-0.32,0.0,same
4.91,40.25,-0.87,0.0,88.42,40.25,-0.29,0.0,same
40.12,98.53,0.95,0.0,90.69,98.53,-0.88,0.0,same
32.1,11.74,-0.6,0.0,54.64,2.37,-0.63,0.0,ball_2
46.71,78.27,-0.97,0.0,81.14,9.26,0.38,0.0,ball_2
36.98,83.9,0.24,0.0,41.97,62.06,-0.61,0.0,ball_2
59.08,72.5,0.32,0.0,2.07,93.72,-0.01,0.0,ball_1
63.62,93.71,-0.91,0.0,99.51,80.04,0.24,0.0,ball_2
59.54,45.56,-0.43,0.0,76.03,39.2,-0.51,0.0,ball_2
15.26,63.01,-0.72,0.0,62.89,63.01,-0.82,0.0,same
4.97,63.97,0.26,0.0,6.23,38.01,-0.69,0.0,ball_2
25.16,54.85,0.66,0.0,16.58,34.72,0.15,0.0,ball_2
76.34,33.09,-0.86,0.0,67.79,15.05,-0.65,0.0,ball_2
7.06,48.3,0.75,0.0,78.15,95.22,-0.08,0.0,ball_1
10.29,51.52,-0.81,0.0,2.16,51.52,-0.07,0.0,same
31.16,48.68,0.4,0.0,19.21,22.58,0.3,0.0,ball_2
71.28,70.73,-0.6,0.0,10.04,70.73,0.0,0.0,same
62.8,50.9,0.83,0.0,57.18,56.08,0.08,0.0,ball_1
80.01,12.94,-0.26,0.0,27.69,25.22,-0.32,0.0,ball_1
29.11,0.05,0.37,0.0,50.7,0.05,0.56,0.0,same
66.44,9.35,-0.48,0.0,16.32,6.12,0.55,0.0,ball_2
2.04,10.82,-0.79,0.0,25.38,90.45,-0.01,0.0,ball_1
27.1,24.14,-0.25,0.0,3.3,22.34,-0.15,0.0,ball_2
98.69,43.84,0.17,0.0,27.83,35.19,-0.02,0.0,ball_2
32.53,74.05,0.7,0.0,61.88,41.16,0.06,0.0,ball_2
45.66,56.21,-0.22,0.0,65.48,52.33,-0.11,0.0,ball_2
0.73,78.19,-0.52,0.0,83.57,28.17,0.47,0.0,ball_2
77.28,91.99,0.83,0.0,51.51,73.36,0.72,0.0,ball_2
48.96,49.06,0.1,0.0,64.66,69.22,0.85,0.0,ball_1
84.5,4.02,0.2,0.0,98.88,94.02,0.92,0.0,ball_1
75.58,1.85,0.19,0.0,56.63,1.85,0.7,0.0,same
20.96,89.46,0.6,0.0,11.29,63.9,0.8,0.0,ball_2
6.23,57.47,0.38,0.0,15.87,95.91,0.91,0.0,ball_1
30.3,73.76,0.27,0.0,53.54,73.76,-0.87,0.0,same
73.61,26.44,-0.16,0.0,60.7,30.88,-0.21,0.0,ball_1
14.03,13.58,-0.01,0.0,46.13,29.55,-0.56,0.0,ball_1
2.35,78.32,0.08,0.0,21.63,78.32,0.87,0.0,same
43.38,48.99,0.18,0.0,7.18,68.76,-0.94,0.0,ball_1
26.4,32.41,-0.03,0.0,92.64,32.41,0.84,0.0,same
56.55,65.09,-0.44,0.0,23.24,37.11,-0.27,0.0,ball_2
5.28,9.16,-0.39,0.0,87.35,72.92,-0.4,0.0,ball_1
18.0,75.96,-0.3,0.0,20.81,42.65,-0.78,0.0,ball_2
55.75,92.59,-0.59,0.0,35.01,25.98,-0.64,0.0,ball_2
96.85,28.9,-0.1,0.0,59.66,28.9,0.42,0.0,same
91.34,19.71,0.81,0.0,68.16,69.39,-0.49,0.0,ball_1
91.96,24.04,-0.56,0.0,39.64,99.39,-0.62,0.0,ball_1
27.48,54.59,-0.07,0.0,42.48,31.07,0.14,0.0,ball_2
80.34,54.32,-0.79,0.0,76.96,92.79,-0.01,0.0,ball_1
24.16,34.77,0.17,0.0,9.58,50.34,0.05,0.0,ball_1
74.32,76.83,0.92,0.0,17.09,27.81,-0.02,0.0,ball_2
5.06,25.01,0.06,0.0,30.01,34.35,-0.98,0.0,ball_1
10.82,19.8,-0.43,0.0,12.24,61.62,-0.99,0.0,ball_1
57.84,31.21,-0.29,0.0,22.55,10.24,-0.11,0.0,ball_2
34.71,39.79,0.21,0.0,64.42,87.49,-0.81,0.0,ball_1
87.96,36.2,0.31,0.0,91.5,36.2,-0.62,0.0,same
2.33,16.72,-0.41,0.0,48.01,16.72,0.74,0.0,same
64.08,46.37,-0.85,0.0,34.73,25.06,0.28,0.0,ball_2
8.11,86.59,0.85,0.0,2.79,85.38,-0.94,0.0,ball_2
96.28,32.07,0.86,0.0,21.22,32.07,0.58,0.0,same
4.89,76.59,-0.32,0.0,51.58,76.59,-0.22,0.0,same
32.08,66.14,-0.7,0.0,93.13,4.4,-0.94,0.0,ball_2
90.43,34.05,0.48,0.0,22.86,34.05,0.72,0.0,same
98.38,49.34,0.0,0.0,89.5,31.19,0.44,0.0,ball_2
73.11,4.13,-0.9,0.0,17.61,95.12,0.82,0.0,ball_1
23.94,34.62,0.07,0.0,8.73,71.71,-0.12,0.0,ball_1
18.19,41.47,0.82,0.0,21.52,10.82,-0.34,0.0,ball_2
55.24,2.08,-0.84,0.0,92.75,17.96,-0.2,0.0,ball_1
79.32,4.63,-0.57,0.0,44.72,4.63,-0.16,0.0,same
20.44,55.89,0.28,0.0,76.61,55.89,-0.28,0.0,same
27.16,84.93,0.19,0.0,1.63,51.73,0.91,0.0,ball_2
70.87,69.76,0.08,0.0,24.34,10.16,-0.57,0.0,ball_2
58.49,65.34,-0.06,0.0,90.44,79.85,-0.25,0.0,ball_1
69.86,76.04,-0.16,0.0,96.82,9.96,-0.05,0.0,ball_2
82.77,38.33,-0.63,0.0,0.72,13.37,0.35,0.0,ball_2
70.42,37.87,-0.75,0.0,39.4,71.79,-0.58,0.0,ball_1
81.0,39.48,0.64,0.0,3.26,52.87,-0.83,0.0,ball_1
27.5,57.92,-0.13,0.0,53.07,76.75,-0.31,0.0,ball_1
28.1,81.46,-0.27,0.0,91.5,7.84,-0.13,0.0,ball_2
34.52,43.82,0.81,0.0,25.92,93.44,0.29,0.0,ball_1
68.55,52.0,0.05,0.0,81.26,52.66,-0.13,0.0,ball_1
89.29,28.46,0.28,0.0,56.43,28.46,0.33,0.0,same
35.17,80.66,0.97,0.0,93.23,39.74,0.32,0.0,ball_2
28.18,28.78,-0.27,0.0,15.11,86.04,0.98,0.0,ball_1
69.43,63.22,0.66,0.0,53.52,21.25,0.33,0.0,ball_2
24.05,86.16,-0.53,0.0,15.9,44.89,-0.08,0.0,ball_2
74.61,29.32,0.29,0.0,45.79,71.38,0.14,0.0,ball_1
21.31,82.38,-0.15,0.0,98.74,48.3,0.04,0.0,ball_2
51.82,63.04,0.18,0.0,51.41,31.15,-0.45,0.0,ball_2
29.19,99.59,-0.64,0.0,87.0,53.15,-0.28,0.0,ball_2
48.86,98.75,0.58,0.0,86.24,98.75,0.27,0.0,same
78.37,64.72,-0.74,0.0,82.38,20.71,0.23,0.0,ball_2
60.42,49.93,-0.28,0.0,99.5,24.23,0.14,0.0,ball_2
2.18,34.27,-0.39,0.0,37.24,96.23,-0.97,0.0,ball_1
75.36,47.42,0.29,0.0,71.94,69.45,0.85,0.0,ball_1
49.26,84.24,0.64,0.0,81.15,19.52,0.14,0.0,ball_2
86.81,21.11,0.86,0.0,84.3,14.35,-0.39,0.0,ball_2
18.92,58.16,0.51,0.0,33.92,58.16,-0.91,0.0,same
49.2,34.7,0.18,0.0,22.82,47.27,0.44,0.0,ball_1
14.02,92.37,-0.68,0.0,69.82,53.37,0.99,0.0,ball_2
11.18,36.2,0.85,0.0,82.84,75.55,0.62,0.0,ball_1
36.89,78.01,0.45,0.0,51.22,85.24,0.31,0.0,ball_1
99.11,20.32,-0.37,0.0,43.68,70.18,-0.36,0.0,ball_1
14.1,93.53,-0.95,0.0,3.76,93.53,-0.77,0.0,same
43.42,84.22,-0.3,0.0,34.12,9.35,-0.24,0.0,ball_2
70.75,39.14,-0.97,0.0,5.32,86.42,0.17,0.0,ball_1
69.07,15.03,-0.57,0.0,23.11,29.86,0.29,0.0,ball_1
61.87,72.87,-0.93,0.0,32.65,7.3,0.26,0.0,ball_2
80.92,57.96,0.72,0.0,70.38,57.96,0.58,0.0,same
51.76,24.96,0.42,0.0,87.7,66.79,0.72,0.0,ball_1
69.06,80.08,0.48,0.0,63.53,28.32,0.66,0.0,ball_2
74.57,10.7,-0.38,0.0,56.6,15.66,0.77,0.0,ball_1
23.73,53.78,0.53,0.0,83.03,53.78,0.75,0.0,same
27.78,89.67,0.38,0.0,35.53,70.96,-0.41,0.0,ball_2
15.84,59.55,0.03,0.0,5.06,85.86,0.91,0.0,ball_1
50.88,89.18,0.86,0.0,49.89,70.5,0.83,0.0,ball_2
3.18,86.22,0.64,0.0,83.13,49.03,0.12,0.0,ball_2
16.22,6.72,0.63,0.0,57.98,6.72,0.5,0.0,same
70.39,54.67,0.31,0.0,88.57,36.25,-0.02,0.0,ball_2
52.56,10.25,-0.52,0.0,52.01,10.25,0.21,0.0,same
46.86,55.72,0.78,0.0,83.81,12.47,-0.35,0.0,ball_2
42.22,84.94,0.6,0.0,9.28,30.57,-0.77,0.0,ball_2
52.5,76.64,0.97,0.0,21.87,93.4,0.97,0.0,ball_1
16.57,74.64,-0.51,0.0,52.44,42.44,0.69,0.0,ball_2
60.99,7.12,0.91,0.0,42.8,29.93,-0.24,0.0,ball_1
9.4,95.56,-0.57,0.0,61.4,82.39,-0.94,0.0,ball_2
17.2,97.29,0.46,0.0,22.24,79.77,-0.9,0.0,ball_2
57.28,3.26,-0.44,0.0,89.85,54.29,-0.32,0.0,ball_1
58.08,70.66,0.59,0.0,92.45,92.16,-0.37,0.0,ball_1
44.88,68.37,0.97,0.0,66.04,28.94,-0.79,0.0,ball_2
69.14,91.89,0.72,0.0,29.31,3.17,-0.03,0.0,ball_2
1.68,30.01,0.58,0.0,7.47,74.49,0.2,0.0,ball_1
85.01,84.74,0.88,0.0,57.43,84.74,0.77,0.0,same
1.36,69.4,-0.98,0.0,4.84,69.4,0.29,0.0,same
73.29,57.62,-0.4,0.0,96.05,99.46,-0.29,0.0,ball_1
36.51,91.6,-1.0,0.0,16.07,84.92,0.06,0.0,ball_2
56.11,38.37,-0.65,0.0,63.68,92.91,-0.23,0.0,ball_1
